Country,Type,Gas,year,Emissions (kt CO eq),Difference in Emissions,% Difference in Emissions,Absolute change since 1990,Percentage change since 1990,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1992,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1993,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1994,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1995,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1996,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1997,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1998,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1999,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2000,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2001,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2002,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2003,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2004,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2005,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2006,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2007,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2008,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2009,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2010,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2011,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2012,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2013,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2014,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2015,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2016,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2017,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2018,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2019,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2020,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2021,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2022,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1990,338,337533,0.00%,0,0.00%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1991,291,-46830,-13.90%,-46830,-13.90%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1992,162,-128997,-44.40%,-175827,-52.10%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1993,175,13066,8.10%,-162761,-48.20%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1994,191,15810,9.00%,-146951,-43.50%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1995,200,9460,5.00%,-137492,-40.70%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1996,191,-8905,-4.50%,-146396,-43.40%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1997,191,-545,-0.30%,-146941,-43.50%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1998,234,43696,22.90%,-103245,-30.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1999,254,20123,8.60%,-83122,-24.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2000,254,-517,-0.20%,-83639,-24.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2001,239,-14470,-5.70%,-98110,-29.10%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2002,244,4387,1.80%,-93723,-27.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2003,228,-15656,-6.40%,-109378,-32.40%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2004,242,14119,6.20%,-95259,-28.20%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2005,252,9873,4.10%,-85386,-25.30%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2006,3,-248860,-98.70%,-334245,-99.00%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2007,4,888,27.00%,-333358,-98.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2008,5,544,13.00%,-332813,-98.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2009,5,32,0.70%,-332782,-98.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2010,4,-628,-13.20%,-333409,-98.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2011,4,271,6.60%,-333138,-98.70%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2012,5,105,2.40%,-333033,-98.70%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2013,5,246,5.50%,-332787,-98.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2014,4,-436,-9.20%,-333223,-98.70%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2015,4,-208,-4.80%,-333431,-98.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2016,4,-22,-0.50%,-333454,-98.80%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2017,1,-2921,-71.60%,-336375,-99.70%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2018,1,141,12.20%,-336234,-99.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2019,1,63,4.90%,-336170,-99.60%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2020,2,280,20.60%,-335890,-99.50%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2021,2,119,7.30%,-335771,-99.50%,,
Hungary,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2022,2,212,12.00%,-335558,-99.40%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1990,18,16004,810.40%,0,0.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1991,19,1117,6.20%,1117,6.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1992,25,5792,30.30%,6908,38.40%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1993,36,11284,45.30%,18193,101.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1994,45,8346,23.10%,26538,147.60%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1995,58,13309,29.90%,39847,221.60%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1996,71,13558,23.40%,53405,297.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1997,88,16765,23.50%,70170,390.30%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1998,101,13104,14.90%,83275,463.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1999,82,-19068,-18.80%,64207,357.10%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2000,92,9728,11.80%,73936,411.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2001,91,-1279,-1.40%,72657,404.10%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2002,74,-16520,-18.20%,56137,312.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2003,85,11149,15.00%,67286,374.30%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2004,102,17047,20.00%,84333,469.10%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2005,100,-2164,-2.10%,82169,457.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2006,112,11793,11.80%,93962,522.60%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2007,111,-465,-0.40%,93496,520.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2008,95,-16916,-15.20%,76580,426.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2009,88,-6923,-7.30%,69657,387.40%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2010,103,15845,18.10%,85502,475.60%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2011,88,-15190,-14.70%,70312,391.10%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2012,88,-173,-0.20%,70138,390.10%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2013,109,21058,23.90%,91197,507.20%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2014,86,-23504,-21.50%,67693,376.50%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2015,117,31801,37.10%,99494,553.40%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2016,133,15744,13.40%,115238,641.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2017,121,-12607,-9.50%,102631,570.80%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2018,103,-17411,-14.40%,85220,474.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2019,105,2161,2.10%,87381,486.00%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2020,116,10873,10.30%,98254,546.50%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2021,107,-9351,-8.00%,88903,494.50%,,
Hungary,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2022,110,2991,2.80%,91895,511.10%,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1990,,-109873,-100.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1991,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1992,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1993,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1994,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1995,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1996,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1997,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1998,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1999,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2000,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2001,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2002,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2003,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2004,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2005,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2006,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2007,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2008,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2009,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2010,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2011,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2012,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2013,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2014,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2015,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2016,,0,0.00%,,,,
Hungary,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2017,,0,0.00%,,,,
